timestamp,AIN0,AIN1,AIN2
2025-07-15 14:19:50,7.825591564178467,7.770040035247803,7.934719562530518
2025-07-15 14:19:51,7.946493625640869,7.880669116973877,7.898132801055908
2025-07-15 14:19:52,7.907220363616943,7.867077350616455,7.903743267059326
2025-07-15 14:19:53,7.915754318237305,7.864786148071289,7.899476051330566
2025-07-15 14:19:54,7.912356376647949,7.863284587860107,7.883039951324463
2025-07-15 14:19:55,7.87861442565918,7.855777740478516,7.90848445892334
2025-07-15 14:19:56,7.902873992919922,7.864311695098877,7.902400016784668
2025-07-15 14:19:57,7.928792953491211,7.867551803588867,7.894418716430664
2025-07-15 14:19:58,7.9328227043151855,7.880115985870361,7.8990020751953125
2025-07-15 14:19:59,7.9219970703125,7.87900972366333,7.880669116973877
