timestamp,AIN0,AIN1,AIN2
2025-07-15 14:16:52,7.706270217895508,7.642895221710205,7.905007362365723
2025-07-15 14:16:53,7.921364784240723,7.84313440322876,7.887701988220215
2025-07-15 14:16:54,7.925868988037109,7.882565498352051,7.882328510284424
2025-07-15 14:16:55,7.920100688934326,7.897500514984131,7.89678955078125
2025-07-15 14:16:56,7.913304805755615,7.91030216217041,7.909827709197998
2025-07-15 14:16:57,7.90706205368042,7.9242095947265625,7.92017936706543
2025-07-15 14:16:58,7.910223007202148,7.936062812805176,7.932744026184082
2025-07-15 14:16:59,7.866129398345947,7.906508922576904,7.9239726066589355
2025-07-15 14:17:00,7.87332010269165,7.899792194366455,7.93226957321167
2025-07-15 14:17:01,7.882091522216797,7.889835357666016,7.934877395629883
