timestamp,AIN0,AIN1,AIN2
2025-07-16 10:30:12,6.604166507720947,6.096931457519531,6.718825817108154
2025-07-16 10:30:12,7.255377292633057,6.817680835723877,7.3053975105285645
2025-07-16 10:30:12,7.521203517913818,7.245578765869141,7.6542744636535645
2025-07-16 10:30:12,7.565454959869385,7.515750885009766,7.714409351348877
2025-07-16 10:30:12,7.5482282638549805,7.655933856964111,7.671738147735596
2025-07-16 10:30:12,6.90373420715332,7.491886615753174,7.425192832946777
2025-07-16 10:30:12,6.787336826324463,7.441076278686523,7.394690990447998
2025-07-16 10:30:13,7.181413650512695,7.5022382736206055,6.326566219329834
2025-07-16 10:30:13,6.887218952178955,6.57832670211792,5.960225582122803
2025-07-16 10:30:13,6.692986011505127,6.889589786529541,6.057262897491455
