timestamp,AIN0,AIN1,AIN2
2025-07-15 14:22:46,7.869448184967041,7.842976093292236,7.930294036865234
2025-07-15 14:22:46,7.9244465827941895,7.926027297973633,7.914806365966797
2025-07-15 14:22:46,7.916465759277344,7.944834232330322,7.970437049865723
2025-07-15 14:22:46,7.905481815338135,7.928239822387695,7.969409465789795
2025-07-15 14:22:46,7.866208553314209,7.886674880981445,7.922866344451904
2025-07-15 14:22:46,7.8873066902160645,7.871423721313477,7.916860580444336
2025-07-15 14:22:46,7.950286388397217,7.909353733062744,7.9557390213012695
2025-07-15 14:22:46,8.010342597961426,7.962376594543457,7.9713850021362305
2025-07-15 14:22:47,7.981262683868408,7.941436290740967,7.932901859283447
2025-07-15 14:22:47,7.956371307373047,7.961744785308838,7.959847927093506
