timestamp,AIN0,AIN1,AIN2
2025-07-15 14:35:53,1.2035653591156006,0.9691104888916016,2.211318254470825
2025-07-15 14:35:53,7.176277160644531,4.754841327667236,6.479708671569824
2025-07-15 14:35:53,7.985450744628906,6.225893497467041,7.40543794631958
2025-07-15 14:35:53,7.99058723449707,6.963474273681641,7.711564540863037
2025-07-15 14:35:53,7.987663269042969,7.400538444519043,7.879483699798584
2025-07-15 14:35:53,8.000307083129883,7.7119598388671875,7.970594882965088
2025-07-15 14:35:53,8.050722122192383,7.941910266876221,8.043057441711426
2025-07-15 14:35:54,8.008919715881348,8.020772933959961,8.060283660888672
2025-07-15 14:35:54,7.982052803039551,8.010263442993164,8.02717399597168
2025-07-15 14:35:54,7.984502792358398,8.004889488220215,8.026700019836426
